County,PD,Year,Sworn Full Time,Sworn Part Time,Sworn Total,Civilian Full Time,Civilian Part Time,Civilian Total,Full Time Total,Part Time Total,Grand Total
Suffolk,Suffolk County Sheriff,2011,275,0,275,131,4,135,406,4,410
Suffolk,Suffolk County Sheriff,2012,268,0,268,116,4,120,384,4,388
Suffolk,Suffolk County Sheriff,2013,263,0,263,118,3,121,381,3,384
Suffolk,Suffolk County Sheriff,2014,250,0,250,120,7,127,370,7,377
Suffolk,Suffolk County Sheriff,2015,256,0,256,129,5,134,385,5,390
Suffolk,Suffolk County Sheriff,2016,262,0,262,124,5,129,386,5,391
Suffolk,Suffolk County Sheriff,2017,260,0,260,117,4,121,377,4,381
Suffolk,Suffolk County PD,2007,2642,0,2642,585,0,585,3227,0,3227
Suffolk,Suffolk County PD,2008,2620,0,2620,585,0,585,3205,0,3205
Suffolk,Suffolk County PD,2009,2537,0,2537,586,497,1083,3123,497,3620
Suffolk,Suffolk County PD,2010,2510,0,2510,607,499,1106,3117,499,3616
Suffolk,Suffolk County PD,2011,2495,0,2495,599,500,1099,3094,500,3594
Suffolk,Suffolk County PD,2012,2414,0,2414,546,495,1041,2960,495,3455
Suffolk,Suffolk County PD,2013,2352,0,2352,554,490,1044,2906,490,3396
Suffolk,Suffolk County PD,2014,2357,0,2357,541,501,1042,2898,501,3399
Suffolk,Suffolk County PD,2015,2440,0,2440,526,506,1032,2966,506,3472
Suffolk,Suffolk County PD,2016,2521,0,2521,519,518,1037,3040,518,3558
Suffolk,Suffolk County PD,2017,2536,0,2536,532,528,1060,3068,528,3596
Suffolk,Amityville Vg PD,2007,26,0,26,3,0,3,29,0,29
Suffolk,Amityville Vg PD,2008,25,1,26,2,1,3,27,2,29
Suffolk,Amityville Vg PD,2009,27,1,28,2,0,2,29,1,30
Suffolk,Amityville Vg PD,2010,27,1,28,2,1,3,29,2,31
Suffolk,Amityville Vg PD,2011,26,1,27,2,1,3,28,2,30
Suffolk,Amityville Vg PD,2012,23,1,24,1,2,3,24,3,27
Suffolk,Amityville Vg PD,2013,23,3,26,1,2,3,24,5,29
Suffolk,Amityville Vg PD,2014,24,5,29,1,18,19,25,23,48
Suffolk,Amityville Vg PD,2015,21,0,21,2,0,2,23,0,23
Suffolk,Amityville Vg PD,2016,22,1,23,1,0,1,23,1,24
Suffolk,Amityville Vg PD,2017,23,0,23,1,0,1,24,0,24
Suffolk,Sag Harbor Vg PD,2007,12,4,16,1,0,1,13,4,17
Suffolk,Sag Harbor Vg PD,2008,13,2,15,1,1,2,14,3,17
Suffolk,Sag Harbor Vg PD,2009,12,4,16,1,0,1,13,4,17
Suffolk,Sag Harbor Vg PD,2010,14,3,17,1,0,1,15,3,18
Suffolk,Sag Harbor Vg PD,2011,14,2,16,1,0,1,15,2,17
Suffolk,Sag Harbor Vg PD,2012,13,3,16,1,0,1,14,3,17
Suffolk,Sag Harbor Vg PD,2013,11,2,13,1,0,1,12,2,14
Suffolk,Sag Harbor Vg PD,2014,9,4,13,1,0,1,10,4,14
Suffolk,Sag Harbor Vg PD,2015,11,5,16,1,0,1,12,5,17
Suffolk,Sag Harbor Vg PD,2016,13,3,16,2,0,2,15,3,18
Suffolk,Sag Harbor Vg PD,2017,12,3,15,2,0,2,14,3,17
Suffolk,Northport Vg PD,2007,15,5,20,4,6,10,19,11,30
Suffolk,Northport Vg PD,2008,15,5,20,4,16,20,19,21,40
Suffolk,Northport Vg PD,2009,15,5,20,4,12,16,19,17,36
Suffolk,Northport Vg PD,2010,15,5,20,4,12,16,19,17,36
Suffolk,Northport Vg PD,2011,15,5,20,4,5,9,19,10,29
Suffolk,Northport Vg PD,2012,15,5,20,4,12,16,19,17,36
Suffolk,Northport Vg PD,2013,17,5,22,4,8,12,21,13,34
Suffolk,Northport Vg PD,2014,16,5,21,4,8,12,20,13,33
Suffolk,Northport Vg PD,2015,17,6,23,4,0,4,21,6,27
Suffolk,Northport Vg PD,2016,17,6,23,4,0,4,21,6,27
Suffolk,Northport Vg PD,2017,17,5,22,5,9,14,22,14,36
Suffolk,Southampton Vg PD,2007,0,0,0,0,0,0,0,0,0
Suffolk,Southampton Vg PD,2008,33,3,36,11,17,28,44,20,64
Suffolk,Southampton Vg PD,2009,31,3,34,11,12,23,42,15,57
Suffolk,Southampton Vg PD,2010,31,3,34,13,8,21,44,11,55
Suffolk,Southampton Vg PD,2011,29,3,32,15,7,22,44,10,54
Suffolk,Southampton Vg PD,2012,29,5,34,15,9,24,44,14,58
Suffolk,Southampton Vg PD,2013,29,5,34,15,9,24,44,14,58
Suffolk,Southampton Vg PD,2014,33,0,33,12,1,13,45,1,46
Suffolk,Southampton Vg PD,2015,30,0,30,14,0,14,44,0,44
Suffolk,Southampton Vg PD,2016,30,0,30,14,0,14,44,0,44
Suffolk,Southampton Vg PD,2017,31,0,31,15,0,15,46,0,46
Suffolk,East Hampton Vg PD,2007,0,0,0,0,0,0,0,0,0
Suffolk,East Hampton Vg PD,2008,26,4,30,5,0,5,31,4,35
Suffolk,East Hampton Vg PD,2009,26,4,30,5,0,5,31,4,35
Suffolk,East Hampton Vg PD,2010,24,2,26,5,0,5,29,2,31
Suffolk,East Hampton Vg PD,2011,23,1,24,5,0,5,28,1,29
Suffolk,East Hampton Vg PD,2012,23,0,23,5,0,5,28,0,28
Suffolk,East Hampton Vg PD,2013,23,3,26,5,0,5,28,3,31
Suffolk,East Hampton Vg PD,2014,22,3,25,5,0,5,27,3,30
Suffolk,East Hampton Vg PD,2015,23,2,25,5,0,5,28,2,30
Suffolk,East Hampton Vg PD,2016,23,1,24,4,0,4,27,1,28
Suffolk,East Hampton Vg PD,2017,22,3,25,4,0,4,26,3,29
Suffolk,Ocean Beach Vg PD,2007,2,23,25,0,5,5,2,28,30
Suffolk,Ocean Beach Vg PD,2008,4,20,24,0,5,5,4,25,29
Suffolk,Ocean Beach Vg PD,2009,4,21,25,0,6,6,4,27,31
Suffolk,Ocean Beach Vg PD,2010,5,22,27,0,8,8,5,30,35
Suffolk,Ocean Beach Vg PD,2011,0,0,0,0,0,0,0,0,0
Suffolk,Ocean Beach Vg PD,2012,4,23,27,0,9,9,4,32,36
Suffolk,Ocean Beach Vg PD,2013,4,27,31,0,9,9,4,36,40
Suffolk,Ocean Beach Vg PD,2014,4,27,31,0,9,9,4,36,40
Suffolk,Ocean Beach Vg PD,2015,4,27,31,0,9,9,4,36,40
Suffolk,Ocean Beach Vg PD,2016,4,21,25,0,9,9,4,30,34
Suffolk,Ocean Beach Vg PD,2017,4,25,29,0,9,9,4,34,38
Suffolk,Huntington Bay Vg PD,2007,6,4,10,0,0,0,6,4,10
Suffolk,Huntington Bay Vg PD,2008,6,4,10,0,0,0,6,4,10
Suffolk,Huntington Bay Vg PD,2009,6,5,11,0,0,0,6,5,11
Suffolk,Huntington Bay Vg PD,2010,6,6,12,0,0,0,6,6,12
Suffolk,Huntington Bay Vg PD,2011,6,6,12,0,0,0,6,6,12
Suffolk,Huntington Bay Vg PD,2012,4,9,13,0,0,0,4,9,13
Suffolk,Huntington Bay Vg PD,2013,4,9,13,0,0,0,4,9,13
Suffolk,Huntington Bay Vg PD,2014,4,11,15,0,0,0,4,11,15
Suffolk,Huntington Bay Vg PD,2015,4,11,15,0,0,0,4,11,15
Suffolk,Huntington Bay Vg PD,2016,4,11,15,0,0,0,4,11,15
Suffolk,Huntington Bay Vg PD,2017,4,10,14,0,0,0,4,10,14
Suffolk,Lloyd Harbor Vg PD,2007,12,0,12,1,2,3,13,2,15
Suffolk,Lloyd Harbor Vg PD,2008,13,0,13,1,2,3,14,2,16
Suffolk,Lloyd Harbor Vg PD,2009,13,0,13,1,1,2,14,1,15
Suffolk,Lloyd Harbor Vg PD,2010,13,0,13,1,1,2,14,1,15
Suffolk,Lloyd Harbor Vg PD,2011,13,0,13,1,1,2,14,1,15
Suffolk,Lloyd Harbor Vg PD,2012,12,0,12,1,1,2,13,1,14
Suffolk,Lloyd Harbor Vg PD,2013,12,0,12,1,1,2,13,1,14
Suffolk,Lloyd Harbor Vg PD,2014,12,0,12,1,1,2,13,1,14
Suffolk,Lloyd Harbor Vg PD,2015,11,0,11,1,1,2,12,1,13
Suffolk,Lloyd Harbor Vg PD,2016,12,0,12,1,0,1,13,0,13
Suffolk,Lloyd Harbor Vg PD,2017,11,0,11,0,0,0,11,0,11
Suffolk,Quogue Vg PD,2007,13,6,19,0,1,1,13,7,20
Suffolk,Quogue Vg PD,2008,13,7,20,1,0,1,14,7,21
Suffolk,Quogue Vg PD,2009,13,8,21,1,0,1,14,8,22
Suffolk,Quogue Vg PD,2010,13,5,18,1,0,1,14,5,19
Suffolk,Quogue Vg PD,2011,13,6,19,1,0,1,14,6,20
Suffolk,Quogue Vg PD,2012,13,6,19,1,0,1,14,6,20
Suffolk,Quogue Vg PD,2013,13,5,18,1,0,1,14,5,19
Suffolk,Quogue Vg PD,2014,13,7,20,1,0,1,14,7,21
Suffolk,Quogue Vg PD,2015,13,7,20,1,2,3,14,9,23
Suffolk,Quogue Vg PD,2016,13,6,19,1,0,1,14,6,20
Suffolk,Quogue Vg PD,2017,13,6,19,1,0,1,14,6,20
Suffolk,Westhampton Beach Vg PD,2007,18,8,26,2,10,12,20,18,38
Suffolk,Westhampton Beach Vg PD,2008,16,5,21,3,9,12,19,14,33
Suffolk,Westhampton Beach Vg PD,2009,16,5,21,3,9,12,19,14,33
Suffolk,Westhampton Beach Vg PD,2010,15,5,20,3,5,8,18,10,28
Suffolk,Westhampton Beach Vg PD,2011,14,7,21,2,6,8,16,13,29
Suffolk,Westhampton Beach Vg PD,2012,13,6,19,2,6,8,15,12,27
Suffolk,Westhampton Beach Vg PD,2013,12,8,20,2,8,10,14,16,30
Suffolk,Westhampton Beach Vg PD,2014,11,8,19,2,5,7,13,13,26
Suffolk,Westhampton Beach Vg PD,2015,13,7,20,2,6,8,15,13,28
Suffolk,Westhampton Beach Vg PD,2016,15,4,19,3,5,8,18,9,27
Suffolk,Westhampton Beach Vg PD,2017,14,7,21,2,6,8,16,13,29
Suffolk,Nissequogue Vg PD,2007,3,15,18,0,0,0,3,15,18
Suffolk,Nissequogue Vg PD,2008,3,16,19,0,0,0,3,16,19
Suffolk,Nissequogue Vg PD,2009,3,16,19,0,0,0,3,16,19
Suffolk,Nissequogue Vg PD,2010,3,15,18,0,0,0,3,15,18
Suffolk,Nissequogue Vg PD,2011,3,12,15,0,0,0,3,12,15
Suffolk,Nissequogue Vg PD,2012,0,0,0,0,0,0,0,0,0
Suffolk,Nissequogue Vg PD,2013,3,14,17,0,0,0,3,14,17
Suffolk,Nissequogue Vg PD,2014,3,14,17,0,0,0,3,14,17
Suffolk,Nissequogue Vg PD,2015,2,17,19,0,0,0,2,17,19
Suffolk,Nissequogue Vg PD,2016,2,16,18,0,0,0,2,16,18
Suffolk,Nissequogue Vg PD,2017,1,16,17,0,0,0,1,16,17
Suffolk,Asharoken Vg PD,2007,3,8,11,0,0,0,3,8,11
Suffolk,Asharoken Vg PD,2008,3,8,11,0,0,0,3,8,11
Suffolk,Asharoken Vg PD,2009,3,8,11,0,0,0,3,8,11
Suffolk,Asharoken Vg PD,2010,3,8,11,0,0,0,3,8,11
Suffolk,Asharoken Vg PD,2011,3,8,11,0,0,0,3,8,11
Suffolk,Asharoken Vg PD,2012,3,8,11,0,0,0,3,8,11
Suffolk,Asharoken Vg PD,2013,3,9,12,0,0,0,3,9,12
Suffolk,Asharoken Vg PD,2014,3,9,12,0,0,0,3,9,12
Suffolk,Asharoken Vg PD,2015,3,9,12,0,0,0,3,9,12
Suffolk,Asharoken Vg PD,2016,3,10,13,0,0,0,3,10,13
Suffolk,Asharoken Vg PD,2017,3,11,14,0,0,0,3,11,14
Suffolk,Head-of-the-Harbor Vg PD,2007,0,0,0,0,0,0,0,0,0
Suffolk,Head-of-the-Harbor Vg PD,2008,0,21,21,0,0,0,0,21,21
Suffolk,Head-of-the-Harbor Vg PD,2009,0,0,0,0,0,0,0,0,0
Suffolk,Head-of-the-Harbor Vg PD,2010,0,22,22,0,0,0,0,22,22
Suffolk,Head-of-the-Harbor Vg PD,2011,0,24,24,0,0,0,0,24,24
Suffolk,Head-of-the-Harbor Vg PD,2012,0,0,0,0,0,0,0,0,0
Suffolk,Head-of-the-Harbor Vg PD,2013,0,0,0,0,0,0,0,0,0
Suffolk,Head-of-the-Harbor Vg PD,2014,0,0,0,0,0,0,0,0,0
Suffolk,Head-of-the-Harbor Vg PD,2015,0,0,0,0,0,0,0,0,0
Suffolk,Head-of-the-Harbor Vg PD,2016,0,0,0,0,0,0,0,0,0
Suffolk,Head-of-the-Harbor Vg PD,2017,0,0,0,0,0,0,0,0,0
Suffolk,East Hampton Town PD,2007,61,1,62,26,1,27,87,2,89
Suffolk,East Hampton Town PD,2008,64,0,64,26,1,27,90,1,91
Suffolk,East Hampton Town PD,2009,64,0,64,26,1,27,90,1,91
Suffolk,East Hampton Town PD,2010,62,1,63,26,0,26,88,1,89
Suffolk,East Hampton Town PD,2011,64,1,65,26,0,26,90,1,91
Suffolk,East Hampton Town PD,2012,63,4,67,24,0,24,87,4,91
Suffolk,East Hampton Town PD,2013,63,4,67,22,0,22,85,4,89
Suffolk,East Hampton Town PD,2014,65,4,69,25,0,25,90,4,94
Suffolk,East Hampton Town PD,2015,63,4,67,24,0,24,87,4,91
Suffolk,East Hampton Town PD,2016,68,2,70,24,0,24,92,2,94
Suffolk,East Hampton Town PD,2017,69,2,71,25,0,25,94,2,96
Suffolk,Riverhead Town PD,2007,84,0,84,22,0,22,106,0,106
Suffolk,Riverhead Town PD,2008,85,0,85,20,4,24,105,4,109
Suffolk,Riverhead Town PD,2009,83,4,87,15,10,25,98,14,112
Suffolk,Riverhead Town PD,2010,85,6,91,15,5,20,100,11,111
Suffolk,Riverhead Town PD,2011,85,8,93,14,5,19,99,13,112
Suffolk,Riverhead Town PD,2012,85,12,97,16,5,21,101,17,118
Suffolk,Riverhead Town PD,2013,83,11,94,16,4,20,99,15,114
Suffolk,Riverhead Town PD,2014,82,13,95,15,6,21,97,19,116
Suffolk,Riverhead Town PD,2015,83,14,97,14,5,19,97,19,116
Suffolk,Riverhead Town PD,2016,85,13,98,18,6,24,103,19,122
Suffolk,Riverhead Town PD,2017,89,16,105,17,6,23,106,22,128
Suffolk,Shelter Island Town PD,2007,9,3,12,1,2,3,10,5,15
Suffolk,Shelter Island Town PD,2008,9,2,11,1,3,4,10,5,15
Suffolk,Shelter Island Town PD,2009,9,2,11,1,5,6,10,7,17
Suffolk,Shelter Island Town PD,2010,9,3,12,1,5,6,10,8,18
Suffolk,Shelter Island Town PD,2011,9,1,10,1,8,9,10,9,19
Suffolk,Shelter Island Town PD,2012,9,3,12,1,3,4,10,6,16
Suffolk,Shelter Island Town PD,2013,9,3,12,1,3,4,10,6,16
Suffolk,Shelter Island Town PD,2014,9,3,12,1,3,4,10,6,16
Suffolk,Shelter Island Town PD,2015,9,3,12,1,3,4,10,6,16
Suffolk,Shelter Island Town PD,2016,9,3,12,2,5,7,11,8,19
Suffolk,Shelter Island Town PD,2017,9,3,12,1,2,3,10,5,15
Suffolk,Southampton Town PD,2007,103,16,119,15,25,40,118,41,159
Suffolk,Southampton Town PD,2008,108,19,127,47,46,93,155,65,220
Suffolk,Southampton Town PD,2009,98,17,115,40,45,85,138,62,200
Suffolk,Southampton Town PD,2010,106,19,125,19,37,56,125,56,181
Suffolk,Southampton Town PD,2011,99,19,118,38,39,77,137,58,195
Suffolk,Southampton Town PD,2012,85,11,96,34,33,67,119,44,163
Suffolk,Southampton Town PD,2013,89,17,106,28,40,68,117,57,174
Suffolk,Southampton Town PD,2014,92,15,107,33,45,78,125,60,185
Suffolk,Southampton Town PD,2015,91,20,111,34,32,66,125,52,177
Suffolk,Southampton Town PD,2016,94,15,109,32,2,34,126,17,143
Suffolk,Southampton Town PD,2017,95,14,109,13,30,43,108,44,152
Suffolk,Southold Town PD,2007,52,3,55,19,0,19,71,3,74
Suffolk,Southold Town PD,2008,52,1,53,18,0,18,70,1,71
Suffolk,Southold Town PD,2009,56,0,56,16,0,16,72,0,72
Suffolk,Southold Town PD,2010,52,3,55,14,1,15,66,4,70
Suffolk,Southold Town PD,2011,52,3,55,15,1,16,67,4,71
Suffolk,Southold Town PD,2012,0,0,0,0,0,0,0,0,0
Suffolk,Southold Town PD,2013,52,4,56,15,1,16,67,5,72
Suffolk,Southold Town PD,2014,52,3,55,22,5,27,74,8,82
Suffolk,Southold Town PD,2015,51,2,53,22,7,29,73,9,82
Suffolk,Southold Town PD,2016,52,0,52,22,6,28,74,6,80
Suffolk,Southold Town PD,2017,51,0,51,20,7,27,71,7,78
Suffolk,SUNY Police - Farmingdale,2007,16,0,16,7,0,7,23,0,23
Suffolk,SUNY Police - Farmingdale,2008,17,0,17,4,0,4,21,0,21
Suffolk,SUNY Police - Farmingdale,2009,17,0,17,10,0,10,27,0,27
Suffolk,SUNY Police - Farmingdale,2010,14,0,14,7,0,7,21,0,21
Suffolk,SUNY Police - Farmingdale,2011,17,0,17,9,0,9,26,0,26
Suffolk,SUNY Police - Farmingdale,2012,15,0,15,9,0,9,24,0,24
Suffolk,SUNY Police - Farmingdale,2013,16,0,16,7,0,7,23,0,23
Suffolk,SUNY Police - Farmingdale,2014,17,0,17,7,0,7,24,0,24
Suffolk,SUNY Police - Farmingdale,2015,20,0,20,9,0,9,29,0,29
Suffolk,SUNY Police - Farmingdale,2016,21,0,21,10,0,10,31,0,31
Suffolk,SUNY Police - Farmingdale,2017,21,0,21,9,0,9,30,0,30
Suffolk,SUNY Police - Stony Brook,2007,58,0,58,80,0,80,138,0,138
Suffolk,SUNY Police - Stony Brook,2008,70,0,70,77,0,77,147,0,147
Suffolk,SUNY Police - Stony Brook,2009,73,0,73,81,0,81,154,0,154
Suffolk,SUNY Police - Stony Brook,2010,65,0,65,78,0,78,143,0,143
Suffolk,SUNY Police - Stony Brook,2011,64,0,64,77,0,77,141,0,141
Suffolk,SUNY Police - Stony Brook,2012,67,0,67,79,0,79,146,0,146
Suffolk,SUNY Police - Stony Brook,2013,66,0,66,80,0,80,146,0,146
Suffolk,SUNY Police - Stony Brook,2014,63,0,63,76,0,76,139,0,139
Suffolk,SUNY Police - Stony Brook,2015,63,0,63,84,0,84,147,0,147
Suffolk,SUNY Police - Stony Brook,2016,68,0,68,75,0,75,143,0,143
Suffolk,SUNY Police - Stony Brook,2017,65,0,65,78,0,78,143,0,143
Suffolk,Suffolk County Park Police,2007,40,6,46,3,3,6,43,9,52
Suffolk,Suffolk County Park Police,2008,46,4,50,2,4,6,48,8,56
Suffolk,Suffolk County Park Police,2009,45,4,49,2,4,6,47,8,55
Suffolk,Suffolk County Park Police,2010,48,4,52,1,4,5,49,8,57
Suffolk,Suffolk County Park Police,2011,41,3,44,1,0,1,42,3,45
Suffolk,Suffolk County Park Police,2012,35,3,38,0,2,2,35,5,40
Suffolk,Suffolk County Park Police,2013,35,4,39,0,3,3,35,7,42
Suffolk,Suffolk County Park Police,2014,0,0,0,0,0,0,0,0,0
Suffolk,Suffolk County Park Police,2015,0,0,0,0,0,0,0,0,0
Suffolk,Suffolk County Park Police,2016,0,0,0,0,0,0,0,0,0
Suffolk,Suffolk County Park Police,2017,0,0,0,0,0,0,0,0,0
Sullivan,Sullivan County Sheriff,2007,48,0,48,29,0,29,77,0,77
Sullivan,Sullivan County Sheriff,2008,46,0,46,1,0,1,47,0,47
Sullivan,Sullivan County Sheriff,2009,46,0,46,1,0,1,47,0,47
Sullivan,Sullivan County Sheriff,2010,46,0,46,1,0,1,47,0,47
Sullivan,Sullivan County Sheriff,2011,41,0,41,0,0,0,41,0,41
Sullivan,Sullivan County Sheriff,2012,36,0,36,0,0,0,36,0,36
Sullivan,Sullivan County Sheriff,2013,38,0,38,0,0,0,38,0,38
Sullivan,Sullivan County Sheriff,2014,40,0,40,0,0,0,40,0,40
Sullivan,Sullivan County Sheriff,2015,46,0,46,0,0,0,46,0,46
Sullivan,Sullivan County Sheriff,2016,42,0,42,0,0,0,42,0,42
Sullivan,Sullivan County Sheriff,2017,51,0,51,0,0,0,51,0,51
Sullivan,Liberty Vg PD,2007,17,0,17,3,0,3,20,0,20
Sullivan,Liberty Vg PD,2008,15,0,15,3,0,3,18,0,18
Sullivan,Liberty Vg PD,2009,16,0,16,3,0,3,19,0,19
Sullivan,Liberty Vg PD,2010,17,0,17,3,0,3,20,0,20
Sullivan,Liberty Vg PD,2011,17,0,17,3,0,3,20,0,20
Sullivan,Liberty Vg PD,2012,15,0,15,2,3,5,17,3,20
Sullivan,Liberty Vg PD,2013,15,2,17,2,6,8,17,8,25
Sullivan,Liberty Vg PD,2014,15,2,17,2,4,6,17,6,23
Sullivan,Liberty Vg PD,2015,16,2,18,2,4,6,18,6,24
Sullivan,Liberty Vg PD,2016,14,0,14,2,4,6,16,4,20
Sullivan,Liberty Vg PD,2017,16,0,16,2,4,6,18,4,22
Sullivan,Monticello Vg PD,2007,24,0,24,3,0,3,27,0,27
Sullivan,Monticello Vg PD,2008,24,0,24,3,0,3,27,0,27
Sullivan,Monticello Vg PD,2009,24,0,24,3,0,3,27,0,27
Sullivan,Monticello Vg PD,2010,25,0,25,3,0,3,28,0,28
Sullivan,Monticello Vg PD,2011,23,0,23,2,0,2,25,0,25
Sullivan,Monticello Vg PD,2012,0,0,0,0,0,0,0,0,0
Sullivan,Monticello Vg PD,2013,0,0,0,0,0,0,0,0,0
Sullivan,Monticello Vg PD,2014,22,0,22,2,1,3,24,1,25
Sullivan,Monticello Vg PD,2015,23,0,23,2,1,3,25,1,26
Sullivan,Monticello Vg PD,2016,23,0,23,2,1,3,25,1,26
Sullivan,Monticello Vg PD,2017,23,0,23,2,1,3,25,1,26
Sullivan,Woodridge Vg PD,2007,0,0,0,0,0,0,0,0,0
Sullivan,Woodridge Vg PD,2008,0,7,7,0,2,2,0,9,9
Sullivan,Woodridge Vg PD,2009,0,7,7,0,2,2,0,9,9
Sullivan,Woodridge Vg PD,2010,1,7,8,0,0,0,1,7,8
Sullivan,Woodridge Vg PD,2011,1,6,7,0,0,0,1,6,7
Sullivan,Woodridge Vg PD,2012,0,0,0,0,0,0,0,0,0
Sullivan,Woodridge Vg PD,2013,0,7,7,0,0,0,0,7,7
Sullivan,Woodridge Vg PD,2014,0,7,7,0,0,0,0,7,7
Sullivan,Woodridge Vg PD,2015,0,7,7,0,0,0,0,7,7
Sullivan,Woodridge Vg PD,2016,0,7,7,0,0,0,0,7,7
Sullivan,Woodridge Vg PD,2017,0,8,8,0,0,0,0,8,8
Sullivan,Fallsburg Town PD,2007,16,0,16,4,1,5,20,1,21
Sullivan,Fallsburg Town PD,2008,19,0,19,4,0,4,23,0,23
Sullivan,Fallsburg Town PD,2009,19,0,19,4,0,4,23,0,23
Sullivan,Fallsburg Town PD,2010,19,0,19,4,0,4,23,0,23
Sullivan,Fallsburg Town PD,2011,17,0,17,0,0,0,17,0,17
Sullivan,Fallsburg Town PD,2012,20,0,20,0,0,0,20,0,20
Sullivan,Fallsburg Town PD,2013,20,0,20,0,0,0,20,0,20
Sullivan,Fallsburg Town PD,2014,20,0,20,0,0,0,20,0,20
Sullivan,Fallsburg Town PD,2015,20,0,20,0,0,0,20,0,20
Sullivan,Fallsburg Town PD,2016,20,1,21,0,0,0,20,1,21
Sullivan,Fallsburg Town PD,2017,21,0,21,0,0,0,21,0,21
Tioga,Tioga County Sheriff,2007,37,7,44,19,2,21,56,9,65
Tioga,Tioga County Sheriff,2008,37,7,44,19,2,21,56,9,65
Tioga,Tioga County Sheriff,2009,34,2,36,17,4,21,51,6,57
Tioga,Tioga County Sheriff,2010,32,2,34,17,2,19,49,4,53
Tioga,Tioga County Sheriff,2011,33,2,35,17,2,19,50,4,54
Tioga,Tioga County Sheriff,2012,32,2,34,19,0,19,51,2,53
Tioga,Tioga County Sheriff,2013,33,2,35,19,0,19,52,2,54
Tioga,Tioga County Sheriff,2014,31,2,33,19,2,21,50,4,54
Tioga,Tioga County Sheriff,2015,35,2,37,20,2,22,55,4,59
Tioga,Tioga County Sheriff,2016,35,2,37,20,2,22,55,4,59
Tioga,Tioga County Sheriff,2017,35,1,36,20,2,22,55,3,58
Tioga,Waverly Vg PD,2007,10,5,15,1,0,1,11,5,16
Tioga,Waverly Vg PD,2008,10,5,15,1,1,2,11,6,17
Tioga,Waverly Vg PD,2009,10,5,15,1,1,2,11,6,17
Tioga,Waverly Vg PD,2010,10,5,15,1,4,5,11,9,20
Tioga,Waverly Vg PD,2011,10,6,16,1,4,5,11,10,21
Tioga,Waverly Vg PD,2012,10,5,15,1,4,5,11,9,20
Tioga,Waverly Vg PD,2013,10,7,17,1,0,1,11,7,18
Tioga,Waverly Vg PD,2014,10,8,18,1,0,1,11,8,19
Tioga,Waverly Vg PD,2015,10,8,18,1,0,1,11,8,19
Tioga,Waverly Vg PD,2016,10,7,17,1,0,1,11,7,18
Tioga,Waverly Vg PD,2017,9,7,16,1,0,1,10,7,17
Tioga,Owego Vg PD,2007,7,9,16,0,1,1,7,10,17
Tioga,Owego Vg PD,2008,8,10,18,1,0,1,9,10,19
Tioga,Owego Vg PD,2009,8,11,19,1,0,1,9,11,20
Tioga,Owego Vg PD,2010,8,8,16,1,0,1,9,8,17
Tioga,Owego Vg PD,2011,7,9,16,1,3,4,8,12,20
Tioga,Owego Vg PD,2012,8,9,17,1,0,1,9,9,18
Tioga,Owego Vg PD,2013,8,7,15,1,0,1,9,7,16
Tioga,Owego Vg PD,2014,5,9,14,1,0,1,6,9,15
Tioga,Owego Vg PD,2015,8,10,18,1,0,1,9,10,19
Tioga,Owego Vg PD,2016,6,9,15,1,0,1,7,9,16
Tioga,Owego Vg PD,2017,2,11,13,1,1,2,3,12,15
Tompkins,Tompkins County Sheriff,2007,36,0,36,4,0,4,40,0,40
Tompkins,Tompkins County Sheriff,2008,40,0,40,4,0,4,44,0,44
Tompkins,Tompkins County Sheriff,2009,40,0,40,4,0,4,44,0,44
Tompkins,Tompkins County Sheriff,2010,38,0,38,3,0,3,41,0,41
Tompkins,Tompkins County Sheriff,2011,40,0,40,5,2,7,45,2,47
Tompkins,Tompkins County Sheriff,2012,41,0,41,3,0,3,44,0,44
Tompkins,Tompkins County Sheriff,2013,41,0,41,6,2,8,47,2,49
Tompkins,Tompkins County Sheriff,2014,40,0,40,6,2,8,46,2,48
Tompkins,Tompkins County Sheriff,2015,40,0,40,6,2,8,46,2,48
Tompkins,Tompkins County Sheriff,2016,40,0,40,6,2,8,46,2,48
Tompkins,Tompkins County Sheriff,2017,40,0,40,5,2,7,45,2,47
Tompkins,Ithaca City PD,2007,70,0,70,16,12,28,86,12,98
Tompkins,Ithaca City PD,2008,73,0,73,16,13,29,89,13,102
Tompkins,Ithaca City PD,2009,72,0,72,16,12,28,88,12,100
Tompkins,Ithaca City PD,2010,67,0,67,12,13,25,79,13,92
Tompkins,Ithaca City PD,2011,67,0,67,12,13,25,79,13,92
Tompkins,Ithaca City PD,2012,65,0,65,14,13,27,79,13,92
Tompkins,Ithaca City PD,2013,62,0,62,14,13,27,76,13,89
Tompkins,Ithaca City PD,2014,63,0,63,8,12,20,71,12,83
Tompkins,Ithaca City PD,2015,65,0,65,8,12,20,73,12,85
Tompkins,Ithaca City PD,2016,66,0,66,8,15,23,74,15,89
Tompkins,Ithaca City PD,2017,64,0,64,7,15,22,71,15,86
Tompkins,Dryden Vg PD,2007,6,7,13,1,0,1,7,7,14
Tompkins,Dryden Vg PD,2008,5,6,11,1,0,1,6,6,12
Tompkins,Dryden Vg PD,2009,6,8,14,1,1,2,7,9,16
Tompkins,Dryden Vg PD,2010,5,8,13,1,0,1,6,8,14
